9348,6432,69
4760,8878,55
7087,6994,19
521,8871,92
6023,1039,92
6127,6010,77
5204,4654,1
6874,2985,10
5560,6272,86
2689,4555,63
9583,5853,7
9055,8738,71
3603,7995,5
4076,1758,19
3437,7628,83
9914,8477,3
9653,8269,31
608,3853,45
3154,5489,82
7736,9678,43
4446,2109,25
6710,8060,20
629,1620,98
4978,7962,19
522,6208,20
7599,3738,41
5387,551,65
6976,5266,56
8189,2102,4
4527,5580,2
6803,1392,93
2429,2814,31
9971,9248,73
3140,5596,26
1828,6015,38
5185,5723,21
2190,3632,18
2601,1568,45
668,7193,28
3551,6162,86
2343,5155,89
2324,7398,88
7482,3413,15
2484,8424,2
8849,1480,66
7979,4232,91
3450,9378,48
4437,1811,65
5052,7966,63
3827,7068,38
6465,4610,32
769,2911,88
783,5421,94
1937,9494,95
6763,5901,53
2535,8912,75
7754,1053,59
7003,5399,99
5635,6063,56
2547,8212,67
1519,8707,57
3728,8442,42
9341,6027,61
3151,8852,90
4802,2207,76
8293,1836,19
7745,3251,57
8412,6761,35
938,9763,17
1375,9318,54
2808,635,53
7817,8302,16
1560,9615,16
5051,9436,1
4820,2796,88
5697,4011,43
6922,5165,12
9703,3363,91
1494,3887,63
1054,7730,38
9774,4906,17
2843,4374,70
7123,258,25
7577,8634,4
6926,1395,25
8586,3325,85
8688,7999,43
4884,4257,76
278,699,97
9863,5858,18
696,5514,63
9812,5021,35
6119,9243,38
4796,1763,68
3923,3901,90
65,5313,79
4968,7984,45
3138,9464,30
6120,1513,14
1509,2767,29
625,3198,65
4725,5605,8
4590,5100,73
8555,3292,93
7341,4100,42
3576,8393,49
4351,4668,33
5034,9682,41
5352,8773,97
2608,7670,95
1941,1617,84
5475,3567,29
3723,1382,10
7905,7135,53
4634,5777,87
6697,3489,59
5320,4513,74
6226,6539,24
8206,476,19
1612,2951,64
5899,8717,46
8835,8935,56
4087,8899,65
2505,4758,61
5886,3632,66
5097,7840,16
8858,2760,72
6409,7060,49
520,4298,18
6852,8247,82
8485,9300,30
3941,6837,78
3353,3949,33
867,7913,37
9850,4864,98
8655,4510,86
7162,9197,15
7548,9528,7
8323,3492,97
